Alexstrasza's Champion|Rare|Warrior|TGT
Armorsmith|Rare|Warrior|Classic
Sparring Partner|Rare|Warrior|TGT
King's Defender|Rare|Warrior|TGT
Frothing Berserker|Rare|Warrior|Classic
Mortal Strike|Rare|Warrior|Classic
Screwjank Clunker|Rare|Warrior|GVG
Siege Engine|Rare|Warrior|GVG
Shieldmaiden|Rare|Warrior|GVG
Shield Slam|Epic|Warrior|Classic
Bouncing Blade|Epic|Warrior|GVG
Magnataur Alpha|Epic|Warrior|TGT
Brawl|Epic|Warrior|Classic
Sea Reaver|Epic|Warrior|TGT
Gorehowl|Epic|Warrior|Classic
Crush|Epic|Warrior|GVG
Iron Juggernaut|Legendary|Warrior|GVG
Grommash Hellscream|Legendary|Warrior|Classic
Varian Wrynn|Legendary|Warrior|TGT
Wisp|Common|Neutral|Classic
Abusive Sergeant|Common|Neutral|Classic
Argent Squire|Common|Neutral|Classic
Clockwork Gnome|Common|Neutral|GVG
Cogmaster|Common|Neutral|GVG
Gadgetzan Jouster|Common|Neutral|TGT
Leper Gnome|Common|Neutral|Classic
Lowly Squire|Common|Neutral|TGT
Shieldbearer|Common|Neutral|Classic
Southsea Deckhand|Common|Neutral|Classic
Tournament Attendee|Common|Neutral|TGT
Worgen Infiltrator|Common|Neutral|Classic
Young Dragonhawk|Common|Neutral|Classic
Amani Berserker|Common|Neutral|Classic
Annoy-o-Tron|Common|Neutral|GVG
Bloodsail Raider|Common|Neutral|Classic
Boneguard Lieutenant|Common|Neutral|TGT
Dire Wolf Alpha|Common|Neutral|Classic
Explosive Sheep|Common|Neutral|GVG
Faerie Dragon|Common|Neutral|Classic
Flame Juggler|Common|Neutral|TGT
Gilblin Stalker|Common|Neutral|GVG
Ironbeak Owl|Common|Neutral|Classic
Lance Carrier|Common|Neutral|TGT
Loot Hoarder|Common|Neutral|Classic
Mad Bomber|Common|Neutral|Classic
Mechwarper|Common|Neutral|GVG
Micro Machine|Common|Neutral|GVG
Puddlestomper|Common|Neutral|GVG
Ship's Cannon|Common|Neutral|GVG
Stonesplinter Trogg|Common|Neutral|GVG
Youthful Brewmaster|Common|Neutral|Classic
Acolyte of Pain|Common|Neutral|Classic
Argent Horserider|Common|Neutral|TGT
Dragonhawk Rider|Common|Neutral|TGT
Earthen Ring Farseer|Common|Neutral|Classic
Flesheating Ghoul|Common|Neutral|Classic
Flying Machine|Common|Neutral|GVG
Gnomeregan Infantry|Common|Neutral|GVG
Harvest Golem|Common|Neutral|Classic
Ice Rager|Common|Neutral|TGT
Jungle Panther|Common|Neutral|Classic
Ogre Brute|Common|Neutral|GVG
Raging Worgen|Common|Neutral|Classic
Scarlet Crusader|Common|Neutral|Classic
Silent Knight|Common|Neutral|TGT
Silver Hand Regent|Common|Neutral|TGT
Spider Tank|Common|Neutral|GVG
Tauren Warrior|Common|Neutral|Classic
Thrallmar Farseer|Common|Neutral|Classic
Tinkertown Technician|Common|Neutral|GVG
Ancient Brewmaster|Common|Neutral|Classic
Burly Rockjaw Trogg|Common|Neutral|GVG
Cult Master|Common|Neutral|Classic
Dark Iron Dwarf|Common|Neutral|Classic
Dread Corsair|Common|Neutral|Classic
Evil Heckler|Common|Neutral|TGT
Frigid Snobold|Common|Neutral|TGT
Lost Tallstrider|Common|Neutral|GVG
Maiden of the Lake|Common|Neutral|TGT
Mechanical Yeti|Common|Neutral|GVG
Mogu'shan Warden|Common|Neutral|Classic
Piloted Shredder|Common|Neutral|GVG
Refreshment Vendor|Common|Neutral|TGT
Silvermoon Guardian|Common|Neutral|Classic
Spellbreaker|Common|Neutral|Classic
Tournament Medic|Common|Neutral|TGT
Antique Healbot|Common|Neutral|GVG
Clockwork Knight|Common|Neutral|TGT
Fen Creeper|Common|Neutral|Classic
Kvaldir Raider|Common|Neutral|TGT
Mukla's Champion|Common|Neutral|TGT
Pit Fighter|Common|Neutral|TGT
Salty Dog|Common|Neutral|GVG
Silver Hand Knight|Common|Neutral|Classic
Spiteful Smith|Common|Neutral|Classic
Stranglethorn Tiger|Common|Neutral|Classic
Venture Co. Mercenary|Common|Neutral|Classic
Frost Elemental|Common|Neutral|Classic
Priestess of Elune|Common|Neutral|Classic
Windfury Harpy|Common|Neutral|Classic
Captured Jormungar|Common|Neutral|TGT
Force-Tank MAX|Common|Neutral|GVG
North Sea Kraken|Common|Neutral|TGT
Target Dummy|Rare|Neutral|GVG
Angry Chicken|Rare|Neutral|Classic
Bloodsail Corsair|Rare|Neutral|Classic
Injured Kvaldir|Rare|Neutral|TGT
Lightwarden|Rare|Neutral|Classic
Murloc Tidecaller|Rare|Neutral|Classic
Secretkeeper|Rare|Neutral|Classic
Young Priestess|Rare|Neutral|Classic
Ancient Watcher|Rare|Neutral|Classic
Argent Watchman|Rare|Neutral|TGT
Crazed Alchemist|Rare|Neutral|Classic
Knife Juggler|Rare|Neutral|Classic
Mana Addict|Rare|Neutral|Classic
Mana Wraith|Rare|Neutral|Classic
Master Swordsmith|Rare|Neutral|Classic
Pint-Sized Summoner|Rare|Neutral|Classic
Sunfury Protector|Rare|Neutral|Classic
Wild Pyromancer|Rare|Neutral|Classic
Alarm-o-Bot|Rare|Neutral|Classic
Arcane Golem|Rare|Neutral|Classic
Coldlight Oracle|Rare|Neutral|Classic
Coldlight Seer|Rare|Neutral|Classic
Coliseum Manager|Rare|Neutral|TGT
Demolisher|Rare|Neutral|Classic
Emperor Cobra|Rare|Neutral|Classic
Fencing Coach|Rare|Neutral|TGT
Gnomish Experimenter|Rare|Neutral|GVG
Goblin Sapper|Rare|Neutral|GVG
Illuminator|Rare|Neutral|GVG
Imp Master|Rare|Neutral|Classic
Injured Blademaster|Rare|Neutral|Classic
Light's Champion|Rare|Neutral|TGT
Lil' Exorcist|Rare|Neutral|GVG
Mind Control Tech|Rare|Neutral|Classic
Questing Adventurer|Rare|Neutral|Classic
Saboteur|Rare|Neutral|TGT
Ancient Mage|Rare|Neutral|Classic
Arcane Nullifier X-21|Rare|Neutral|GVG
Armored Warhorse|Rare|Neutral|TGT
Defender of Argus|Rare|Neutral|Classic
Jeeves|Rare|Neutral|GVG
Kezan Mystic|Rare|Neutral|GVG
Twilight Drake|Rare|Neutral|Classic
Violet Teacher|Rare|Neutral|Classic
Abomination|Rare|Neutral|Classic
Azure Drake|Rare|Neutral|Classic
Bomb Lobber|Rare|Neutral|GVG
Madder Bomber|Rare|Neutral|GVG
Stampeding Kodo|Rare|Neutral|Classic
Argent Commander|Rare|Neutral|Classic
Gadgetzan Auctioneer|Rare|Neutral|Classic
Master Jouster|Rare|Neutral|TGT
Mogor's Champion|Rare|Neutral|TGT
Sunwalker|Rare|Neutral|Classic
Ravenholdt Assassin|Rare|Neutral|Classic
Hungry Crab|Epic|Neutral|Classic
Doomsayer|Epic|Neutral|Classic
Garrison Commander|Epic|Neutral|TGT
Recombobulator|Epic|Neutral|GVG
Big Game Hunter|Epic|Neutral|Classic
Blood Knight|Epic|Neutral|Classic
Hobgoblin|Epic|Neutral|GVG
Master of Ceremonies|Epic|Neutral|TGT
Murloc Warleader|Epic|Neutral|Classic
Southsea Captain|Epic|Neutral|Classic
Crowd Favorite|Epic|Neutral|TGT
Enhance-o Mechano|Epic|Neutral|GVG
Mini-Mage|Epic|Neutral|GVG
Twilight Guardian|Epic|Neutral|TGT
Faceless Manipulator|Epic|Neutral|Classic
Fel Reaver|Epic|Neutral|GVG
Junkbot|Epic|Neutral|GVG
Recruiter|Epic|Neutral|TGT
Grand Crusader|Epic|Neutral|TGT
Kodorider|Epic|Neutral|TGT
Piloted Sky Golem|Epic|Neutral|GVG
Sideshow Spelleater|Epic|Neutral|TGT
Frost Giant|Epic|Neutral|TGT
Sea Giant|Epic|Neutral|Classic
Clockwork Giant|Epic|Neutral|GVG
Mountain Giant|Epic|Neutral|Classic
Molten Giant|Epic|Neutral|Classic
Bloodmage Thalnos|Legendary|Neutral|Classic
Lorewalker Cho|Legendary|Neutral|Classic
Millhouse Manastorm|Legendary|Neutral|Classic
Nat Pagle|Legendary|Neutral|Classic
Eydis Darkbane|Legendary|Neutral|TGT
Fjola Lightbane|Legendary|Neutral|TGT
King Mukla|Legendary|Neutral|Classic
Tinkmaster Overspark|Legendary|Neutral|Classic
Gormok the Impaler|Legendary|Neutral|TGT
Blingtron 3000|Legendary|Neutral|GVG
Captain Greenskin|Legendary|Neutral|Classic
Harrison Jones|Legendary|Neutral|Classic
Hemet Nesingwary|Legendary|Neutral|GVG
Leeroy Jenkins|Legendary|Neutral|Classic
Mimiron's Head|Legendary|Neutral|GVG
Nexus-Champion Saraad|Legendary|Neutral|TGT
Bolf Ramshield|Legendary|Neutral|TGT
Cairne Bloodhoof|Legendary|Neutral|Classic
Gazlowe|Legendary|Neutral|GVG
Hogger|Legendary|Neutral|Classic
Illidan Stormrage|Legendary|Neutral|Classic
Justicar Trueheart|Legendary|Neutral|TGT
Mogor the Ogre|Legendary|Neutral|GVG
Sylvanas Windrunner|Legendary|Neutral|Classic
The Beast|Legendary|Neutral|Classic
The Black Knight|Legendary|Neutral|Classic
The Skeleton Knight|Legendary|Neutral|TGT
Toshley|Legendary|Neutral|GVG
Baron Geddon|Legendary|Neutral|Classic
Chillmaw|Legendary|Neutral|TGT
Dr. Boom|Legendary|Neutral|GVG
Skycap'n Kragg|Legendary|Neutral|TGT
Troggzor the Earthinator|Legendary|Neutral|GVG
Foe Reaper 4000|Legendary|Neutral|GVG
Gruul|Legendary|Neutral|Classic
Ragnaros the Firelord|Legendary|Neutral|Classic
Sneed's Old Shredder|Legendary|Neutral|GVG
Alexstrasza|Legendary|Neutral|Classic
Icehowl|Legendary|Neutral|TGT
Malygos|Legendary|Neutral|Classic
Mekgineer Thermaplugg|Legendary|Neutral|GVG
Nozdormu|Legendary|Neutral|Classic
Onyxia|Legendary|Neutral|Classic
Ysera|Legendary|Neutral|Classic
Deathwing|Legendary|Neutral|Classic
